id,materia,contenido,correcto,tiempoRespuesta,comuna,nivel,fecha
2fdSWKQcgKFNhuGlmvoe,lengua,clasificacion-sustantivo,true,2.8,Sin comuna,5p,2026-08-27T17:01:40.748Z
2xF0h9y0J66Fyk9577YA,musica,instrumentos-viento-madera,false,3,Comuna 10,7p,2026-08-26T13:17:55.273Z
3GaKtkfx9nfWj6YzDYNY,ingles,vocabulario-colores,false,2.4,Comuna 10,7p,2026-08-26T13:13:00.434Z
3bPPmy0QTRZgBHBMSA2v,tecnologia,maquinas,false,0.7,Comuna 1,5p,2026-08-31T14:56:33.621Z
3gkfKEGUzGlgXq4t76ru,ciencias,animales,true,2.9,Comuna 15,5p,2026-08-31T14:59:22.093Z
3oxHuGwGBIkOIaFyYRil,tecnologia,dispositivos,true,5.5,Comuna 10,7p,2026-08-26T13:06:13.518Z
3xqib1jtLUlLph4ujsD1,musica,instrumentos-cuerda,true,7.3,Comuna 9,7p,2026-08-28T22:29:31.064Z
4GRjdbkh6M3CjLxbYxEh,lengua,clasificacion-sustantivo,true,8.3,Sin comuna,5p,2026-08-27T17:01:48.993Z
4bS8v8yEtRn5BFNgX23m,matematica,racionales,false,3.3,Sin comuna,7p,2026-08-26T14:11:10.667Z
4sfAwIjy9Juqpu6eSnen,lengua,clasificacion-adjetivo,false,8.5,Sin comuna,5p,2026-08-27T17:01:30.917Z
5LJnnUOlMGNZbsaUTQJC,ingles,vocabulario-animales,true,9,Comuna 10,7p,2026-08-26T13:13:10.340Z
5NlcOVv5UmZMEDXMz23r,tecnologia,tecnologia-cotidiana,true,7.1,Comuna 9,7p,2026-08-28T22:32:27.702Z
5OVeNL9ISbVOnaRq7yqU,lengua,clasificacion-sustantivo,true,10.3,Comuna 10,6p,2026-08-20T13:51:21.268Z
5U7JKUHL4XxZdamkaeSH,tecnologia,tecnologia-cotidiana,true,4.9,Comuna 1,5p,2026-08-31T14:56:30.828Z
67KhErJQn7gKoRd0RqI3,lengua,clasificacion-verbo,true,1.2,Comuna 10,6p,2026-08-20T17:17:55.887Z
67vCVTYxjnACJuI9zGE2,ingles,vocabulario-sustantivos,true,1.4,Comuna 10,5p,2026-08-26T13:17:21.208Z
6Dz7eBnvfXVa41zmG7Sw,lengua,clasificacion-adjetivo,true,1.8,Comuna 9,5p,2026-08-28T22:37:10.855Z
6ZfDQJCsuGHG6vrm320r,lengua,clasificacion-adjetivo,true,2.6,Comuna 10,6p,2026-08-20T17:17:52.358Z
6kcLT63pKGlAY6ct455m,lengua,clasificacion-adjetivo,true,2.7,Comuna 10,6p,2026-08-20T17:17:46.736Z
6sZbWwHbhH4V8L38nCNP,lengua,clasificacion-adjetivo,true,1.8,Sin comuna,6p,2026-08-28T22:38:51.085Z
6tyfZbYLogexnBv0qAUS,matematica,geometria,true,3,Comuna 12,7p,2026-08-31T14:58:01.242Z
74upBQQjPisdqCqwHfBK,tecnologia,herramientas,true,4.6,Comuna 10,6p,2026-08-26T13:12:00.195Z
7MEj7Do8ZJ5MIKwdkrlG,musica,instrumentos-cuerda,true,5.7,Comuna 10,7p,2026-08-26T13:17:46.424Z
7NdPvkdmgFJxzQL1KgD8,lengua,clasificacion-adjetivo,true,7.6,Sin comuna,6p,2026-08-28T22:38:07.559Z
7SYkOCAADegCluVojWS3,matematica,operaciones,true,12.4,Comuna 10,5p,2026-08-26T13:19:52.305Z
7ecf1BFwxX9XNFxyI2yQ,tecnologia,dispositivos,true,3.9,Comuna 15,5p,2026-08-31T14:59:43.812Z
7sA3sIu2WudIGtFJ58zV,tecnologia,dispositivos,true,8.7,Comuna 9,7p,2026-08-28T22:33:29.093Z
7x0ct3UJSo8aJ5PEAPj7,ciencias,materia,true,3,Comuna 1,5p,2026-08-31T14:55:44.981Z
8OWjR2l01rM1jFrECkAN,matematica,porcentajes,false,8.7,Comuna 9,7p,2026-08-28T22:31:29.773Z
8mXL7OR2Z5BcuNocHiDW,lengua,clasificacion-verbo,true,0.9,Sin comuna,6p,2026-08-28T22:38:11.822Z
8vfHFfWrnIccetFOhLfq,ingles,vocabulario-colores,true,0.6,Comuna 10,7p,2026-08-26T13:13:16.059Z
989wbBdRtTuOuu0hEg6j,matematica,divisores,true,3,Comuna 10,7p,2026-08-26T13:25:41.587Z
9Bq9K3gz88zhlXTxL2e8,musica,instrumentos-percusion,true,1.1,Comuna 5,7p,2026-08-31T15:01:02.489Z
9OSN8TkCqgYD1Hk38bNX,musica,instrumentos-viento-metal,true,1.2,Comuna 5,7p,2026-08-31T15:01:00.400Z
9rbpnUMhFdTVEcPwUpWN,ciencias,materia,true,4.1,Comuna 9,7p,2026-08-28T22:31:59.983Z
AFUJEFOCPp8927Zr77Tc,matematica,fracciones-recta,true,8,Comuna 10,5p,2026-08-24T15:33:27.264Z
AP8rUSqfmBNBR1uwubvI,matematica,porcentajes,false,5.4,Comuna 6,6p,2026-08-24T15:36:11.969Z
AmuRDMhPDOoVJf8zUg6Q,matematica,decimales,true,2.6,Comuna 10,5p,2026-08-26T13:25:13.549Z
AspatbJbwlDj35iW26am,artes_visuales,tecnicas,true,2.7,Comuna 15,5p,2026-08-31T15:00:36.730Z
AvuxeG7B40bi8UVKxUyQ,ingles,vocabulario-colores,false,2.4,Comuna 10,6p,2026-08-26T13:14:05.970Z
B3UAkO4APbAswLUfAWXH,geografia,paises,true,2.9,Comuna 5,6p,2026-08-31T15:01:24.315Z
B5j5d9hXtCv2ta0c6GxP,matematica,porcentajes,false,11.8,Comuna 10,7p,2026-08-26T13:23:48.475Z
BVU20Gc7cn4VTfafAGEy,artes_visuales,colores,true,2.4,Comuna 15,5p,2026-08-31T15:00:32.513Z
BYlqPTJc2UZs2RWEsPBt,matematica,fracciones,false,10.2,Sin comuna,7p,2026-08-26T14:11:31.112Z
BdEWUTNguSvlekseS8fs,musica,instrumentos-teclado,true,2.1,Comuna 5,7p,2026-08-31T15:01:05.130Z
BqkUNDy96Eh2UfRISiei,ingles,vocabulario-verbos,true,1.3,Comuna 10,7p,2026-08-26T13:13:14.812Z
BrOTdTpvETj9buj7A0NX,lengua,clasificacion-verbo,true,1.8,Comuna 10,6p,2026-08-20T13:51:30.716Z
Buy2BjfUA2bQHILh6S2i,lengua,clasificacion-sustantivo,true,1.4,Comuna 12,6p,2026-08-31T15:02:27.289Z
CDh0pUGxoOulZSNgSfdY,ingles,vocabulario-colores,true,1.8,Comuna 10,7p,2026-08-26T13:12:53.226Z
CMiaScnTzhbbVtzcEMEm,geografia,oceanos,false,5.2,Comuna 10,5p,2026-08-26T13:08:42.053Z
CN2LyTYQBsmrJAgRLZ0W,tecnologia,tecnologia-cotidiana,true,9.7,Comuna 10,7p,2026-08-26T13:06:24.571Z
DTn0LJbiq1BF5uyKNMbS,matematica,area,true,8,Comuna 6,6p,2026-08-24T15:35:55.720Z
Dp0hFOxbdGCnK2eMeFz1,lengua,clasificacion-sustantivo,true,4.6,Comuna 9,5p,2026-08-28T22:37:06.166Z
E0KP2Cs5IVhKy85AGNnC,lengua,orden-oraciones,true,5.2,Comuna 8,7p,2026-08-31T14:57:28.176Z
EJ1NCZywFuMMvowPNed9,matematica,proporcionalidad,false,2.6,Comuna 1,7p,2026-08-27T23:15:06.347Z
EOYn97HrzEJLz4K1up9f,ingles,vocabulario-animales,true,1.2,Comuna 10,6p,2026-08-26T13:15:09.009Z
ES8wu5TqYeatMWUxJW9G,lengua,orden-oraciones,true,9.2,Comuna 8,7p,2026-08-31T14:57:11.812Z
EckZ7thWsWj6IFw0dhrA,lengua,clasificacion-adjetivo,true,11.3,Comuna 10,5p,2026-08-26T13:16:23.538Z
Eo3URnlJmA0zr6MQY8yR,geografia,paises,true,6.2,Comuna 9,7p,2026-08-28T22:30:17.116Z
FEJ1t3XMnMAJcicZfhO4,ciencias,seres-vivos,true,1,Comuna 15,5p,2026-08-31T14:59:18.647Z
FzK2XmJQy7VbCDqoq4zg,artes_visuales,tecnicas,true,12.5,Comuna 9,7p,2026-08-28T22:34:38.105Z
G4E6mkzZZT93k14ybQL9,lengua,clasificacion-verbo,true,3.2,Comuna 10,6p,2026-08-20T13:51:23.927Z
GG8YGUPsMnSxrYqNRPQQ,artes_visuales,escultura,true,20.2,Comuna 10,7p,2026-08-26T13:18:41.482Z
GYxtT3NiK4kAteVV9o5B,ciencias,seres-vivos,true,8.7,Comuna 9,5p,2026-08-28T22:21:36.934Z
GcsBS5mSaUPjljG8kUOt,ingles,vocabulario-colores,true,1.5,Comuna 10,6p,2026-08-26T13:15:01.666Z
H6PvWML2iJnlokVPLey8,lengua,clasificacion-sustantivo,true,2.4,Comuna 10,6p,2026-08-20T17:17:54.712Z
HCpgcQw8whFVHjIfJYta,matematica,proporcionalidad,true,14.2,Comuna 10,5p,2026-08-24T15:33:18.445Z
HQtXZHeQbpyfKXrL1Rzp,musica,instrumentos-teclado,true,2.4,Comuna 1,5p,2026-08-31T14:56:12.494Z
Hi8cfArsdUp543nkh3OE,tecnologia,dispositivos,true,2.7,Comuna 10,6p,2026-08-26T13:11:42.148Z
HjdLDKUidbOaIKyWfp6l,lengua,clasificacion-sustantivo,true,11.2,Comuna 10,5p,2026-08-26T13:16:12.281Z
HsNBmZg8S8xnXhx8s11S,tecnologia,tecnologia,true,6,Comuna 15,5p,2026-08-31T14:59:37.829Z
I2mw8qErbVK1fF2Dh2cO,artes_visuales,materiales,true,1,Comuna 15,5p,2026-08-31T15:00:28.990Z
Iw5CPlcDymVl4xDMpRWU,musica,instrumentos-cuerda,true,26.7,Comuna 9,7p,2026-08-28T22:28:51.423Z
J2tJaSvbE78ZbrmWsIZo,lengua,clasificacion-sustantivo,true,10.6,Comuna 10,5p,2026-08-26T13:16:37.076Z
JRDLk6oIoISezbsc3ObV,matematica,medida,true,7.7,Comuna 10,5p,2026-08-24T15:33:55.398Z
Jb2t6IchhLkTDmo8TcKr,tecnologia,maquinas,false,9.3,Comuna 10,7p,2026-08-26T13:05:56.404Z
JdEndKSXgVIgnAXjb1iA,matematica,proporcionalidad,true,12.5,Comuna 10,5p,2026-08-26T13:20:32.971Z
K3BWmQIu8ntdqL2hdIcq,lengua,clasificacion-adjetivo,true,1.6,Sin comuna,6p,2026-08-28T14:09:48.750Z
K3xt7eg9TbnxRJQUWAJD,ciencias,plantas,true,5.3,Comuna 9,5p,2026-08-28T22:21:21.507Z
KZYiKIzmlUB7mFDsrARD,matematica,divisores,false,9.5,Comuna 10,7p,2026-08-26T13:24:11.796Z
Kml3mjwP4cWOLfVw2itG,ingles,vocabulario-verbos,true,2.1,Comuna 10,6p,2026-08-26T13:14:16.403Z
Kqgu3VIdXcwW4BmkyCRk,ciencias,cuerpo-humano,true,2.6,Comuna 15,5p,2026-08-31T14:59:16.884Z
KuDbJ13W9WNYwvUQMVsM,ingles,vocabulario-animales,true,2.9,Comuna 10,6p,2026-08-26T12:03:46.483Z
KypbiwDjGwZaWDchXDPj,lengua,clasificacion-sustantivo,true,3.7,Comuna 10,5p,2026-08-26T13:22:23.606Z
LIXfsExD4whjVbXb0rR0,matematica,decimales,false,6.1,Comuna 10,5p,2026-08-24T15:33:35.171Z
LZOTzdTOWUUfV4ntWBLk,matematica,decimales,true,7.5,Comuna 10,5p,2026-08-26T13:20:41.479Z
Ln1MjjdvX1Cdxv9U5EE3,lengua,clasificacion-verbo,true,1.8,Comuna 9,5p,2026-08-28T22:37:12.699Z
MWGm0ShnQpc3v3tmNhhz,musica,instrumentos-percusion,true,20.8,Comuna 9,7p,2026-08-28T22:28:14.876Z
MgcGVEuKQDXWYXkGMhW5,tecnologia,comunicacion,false,1,Comuna 15,5p,2026-08-31T14:59:50.852Z
Mmr3E4BZXLGfMRpSEpzA,lengua,clasificacion-verbo,true,2.4,Comuna 10,5p,2026-08-26T13:22:10.113Z
MyAsOhntPyD0ppjxqcwp,ingles,vocabulario-colores,false,2,Comuna 10,5p,2026-08-26T13:17:17.513Z
MycRPoiWUAnhCyqtpeSg,matematica,racionales,false,0.9,Comuna 10,7p,2026-08-26T13:07:11.059Z
N5x34wm0Y5iphBcjkxQS,matematica,estadistica,false,2.4,Comuna 10,7p,2026-08-26T13:23:35.070Z
NgoWhBvoU9PSnYG5P2WW,lengua,orden-oraciones,false,3.8,Comuna 8,7p,2026-08-31T14:57:16.560Z
NieUzjYVpVgyhFqEtki5,lengua,clasificacion-adjetivo,true,3.5,Comuna 9,5p,2026-08-28T22:37:09.079Z
NlDYQLkFW2p0e5bLdRRr,geografia,continentes,true,7.4,Comuna 9,7p,2026-08-28T22:29:54.792Z
OpxkeuABDmWLpGj8E6gK,lengua,clasificacion-verbo,true,2.2,Comuna 10,6p,2026-08-20T13:51:28.965Z
OqGd8AYnodUlxoxbW1A2,artes_visuales,colores,true,7.4,Comuna 10,7p,2026-08-26T13:18:59.391Z
OzwW1wxx4Pxbeexu6dkO,artes_visuales,materiales,false,0.8,Comuna 12,6p,2026-08-31T14:58:41.902Z
PGoOzu8TOt91UM1U2oJl,ingles,vocabulario-animales,true,0.7,Comuna 10,5p,2026-08-26T13:17:26.920Z
PKh1WNPk8UEthskNVBmw,lengua,clasificacion-sustantivo,true,6.9,Comuna 10,6p,2026-08-20T13:51:37.638Z
POrIlPZenzSIiOCVv3qk,ciencias,plantas,false,2.6,Comuna 1,5p,2026-08-31T14:55:48.262Z
PRx1tFXGK0ojrF8BnArJ,lengua,orden-oraciones,false,9.6,Comuna 9,7p,2026-08-28T22:35:09.820Z
Pb2tOdtgjA3e4Tps2HLu,matematica,proporcionalidad,true,3.8,Comuna 10,7p,2026-08-26T13:26:07.621Z
PedfQrLe2lswDOSvVEvQ,tecnologia,seguridad,false,6.7,Sin comuna,5p,2026-08-28T14:24:13.958Z
PexdHvQumFnv6Jm2tiiH,lengua,clasificacion-adjetivo,true,1.5,Comuna 9,5p,2026-08-28T22:37:15.949Z
Pn3CjnSutCdiy8J4IkBX,matematica,porcentajes,false,6.8,Comuna 6,6p,2026-08-24T15:35:46.585Z
Q3euC7BlNThvcsyTzolt,artes_visuales,arte,true,4.9,Comuna 12,6p,2026-08-31T14:58:47.831Z
Q3fgcgFHHetDzDGbksWm,ingles,vocabulario-sustantivos,false,1.5,Comuna 10,5p,2026-08-26T13:17:14.585Z
QL2Du3ipzsABQEWXJAQL,geografia,continentes,true,3.6,Comuna 10,7p,2026-08-26T13:10:39.043Z
QOAHkR3aXMIKILxp2PB9,ciencias,sistema-solar,true,3,Comuna 9,7p,2026-08-28T22:32:04.412Z
QhuJVWLIX2JLUQzerSe2,lengua,orden-oraciones,true,13.5,Comuna 9,7p,2026-08-28T22:35:38.443Z
QsmtMJ2T5EjdSE990fbQ,tecnologia,comunicacion,true,4.7,Comuna 10,6p,2026-08-26T13:11:36.675Z
R2bFVRIZ9Gu9V1qqbriO,tecnologia,maquinas,false,1.6,Comuna 15,5p,2026-08-31T14:59:53.444Z
R2nSwioCdhQO7zr3zgh7,lengua,clasificacion-verbo,true,5.1,Comuna 12,6p,2026-08-31T15:02:17.040Z
R3EoJwmOhijGnMcKQRMZ,musica,instrumentos-cuerda,true,1.5,Comuna 12,6p,2026-08-31T14:58:15.988Z
R4mlofVaLZaNGUGt2cr1,geografia,continentes,true,4.6,Comuna 9,7p,2026-08-28T22:30:08.674Z
RIrmNSJzvmhPjllk3xtO,ingles,vocabulario-sustantivos,false,1.8,Comuna 10,6p,2026-08-26T13:14:02.690Z
RQjOOq7smW2Xe0skom1v,ingles,vocabulario-verbos,false,1.8,Comuna 10,5p,2026-08-26T13:17:06.257Z
RkoFb1dF3IoBTmszawAW,matematica,division,true,4.2,Comuna 10,5p,2026-08-26T13:25:10.219Z
RvNKbimhrgRx96wG67US,lengua,clasificacion-verbo,true,2.6,Sin comuna,6p,2026-08-28T14:09:47.167Z
S855cJM9G9my1g2jIiy0,lengua,clasificacion-verbo,true,2.6,Sin comuna,6p,2026-08-28T22:38:09.567Z
SRtsr2VpnXMADZJrpCH4,musica,instrumentos-viento-metal,true,4.5,Comuna 10,7p,2026-08-26T13:17:51.673Z
T3EAgYJbkWzdARXyIdx4,lengua,clasificacion-verbo,true,1,Sin comuna,6p,2026-08-28T22:38:47.356Z
T4VoI5nPEyt2cTECb16O,geografia,continentes,true,2.6,Comuna 10,7p,2026-08-26T13:10:34.319Z
TKjQA85l5EwZbymjaBUM,matematica,medida,true,3.9,Comuna 10,5p,2026-08-26T13:19:36.295Z
TaFNqyaUuVhX0CZzXH7t,ingles,vocabulario-verbos,false,2,Comuna 10,6p,2026-08-26T13:14:08.967Z
TfiEX0Xexbp2tVkhVWwo,ingles,vocabulario-colores,false,2.9,Comuna 10,7p,2026-08-26T13:12:50.507Z
Th8GMubAZD0fGpxeKT6z,matematica,decimales,true,5.9,Comuna 10,5p,2026-08-26T13:21:00.541Z
TntaiIxT5t9thtvsLdc8,tecnologia,materiales,true,3.9,Comuna 10,6p,2026-08-26T13:11:47.042Z
TtT5WZk3U2OjOZpl2ae1,ciencias,seres-vivos,true,2.3,Comuna 9,7p,2026-08-28T22:32:08.018Z
UEUd1COr8b0qWu5e89aW,ciencias,materia,true,6.6,Comuna 1,5p,2026-08-31T14:55:57.978Z
US8WZz3T843Jcs2uRnu3,ciencias,cuerpo-humano,true,2.8,Comuna 9,5p,2026-08-28T22:21:43.452Z
Ue7Am4mEruhrKUjXU4bD,lengua,clasificacion-adjetivo,false,1.2,Sin comuna,6p,2026-08-28T22:38:18.460Z
UeTlYsIZg92T8j9GQr4y,matematica,fracciones-recta,false,4.6,Comuna 10,5p,2026-08-26T13:20:53.247Z
UkznPkQjeJ36cliXE2Ax,musica,instrumentos-cuerda,true,1.8,Sin comuna,6p,2026-08-28T14:12:29.664Z
V3Ae7kw8gtxbtNStYjTb,ingles,vocabulario-colores,false,1.5,Comuna 10,6p,2026-08-26T13:14:56.090Z
VF8eKgJTPGDkTHBVWROf,musica,instrumentos-percusion,true,1.2,Comuna 10,7p,2026-08-26T13:17:58.625Z
VQ327Mnx682M5jjHR0Qj,lengua,clasificacion-adjetivo,false,11.3,Comuna 10,5p,2026-08-26T13:15:54.353Z
VVzV29CiwbqxrdAIzp8f,artes_visuales,arte,true,8.1,Comuna 9,7p,2026-08-28T22:33:59.588Z
VXmgeNQlrh93DqEnb6D5,ciencias,cuerpo-humano,true,3.8,Comuna 1,5p,2026-08-31T14:55:40.850Z
VfbDNkeu40TK9dpYoGaV,matematica,probabilidad,false,10.9,Sin comuna,7p,2026-08-26T14:11:43.391Z
W85dp3Zs53dzVNvLj4n8,lengua,clasificacion-sustantivo,true,1.6,Sin comuna,6p,2026-08-28T14:09:53.193Z
WFIVVizE7R0KhdxLUIYT,geografia,paises,true,2.7,Sin comuna,6p,2026-08-28T14:23:46.562Z
X4BykM2yXjWWXCEii7kf,ingles,vocabulario-colores,false,0.9,Comuna 10,5p,2026-08-26T13:17:08.073Z
XIhjnx3OWPy538uPoKT9,artes_visuales,materiales,true,7.9,Comuna 9,7p,2026-08-28T22:34:21.895Z
XX1Fr9X4Ra3tSzm96OvQ,lengua,clasificacion-sustantivo,true,8.1,Comuna 10,6p,2026-08-20T17:17:44.659Z
XytMQGai8qPvAKDA2xLB,matematica,perimetro,false,10.1,Comuna 10,5p,2026-08-24T15:33:46.275Z
Y2S7WOvjuPBvQaWv42DC,lengua,orden-oraciones,false,16,Comuna 9,7p,2026-08-28T22:35:56.346Z
YPWSpiDhCM2mZ9haMZRU,artes_visuales,materiales,true,2.7,Comuna 12,6p,2026-08-31T14:58:30.929Z
YWEKpIUVaYUzfAff94Ta,matematica,proporcionalidad,false,3.8,Comuna 12,7p,2026-08-31T14:58:05.748Z
YeZgYgNwXJooQLHv4o7Z,matematica,coordenadas,true,5,Comuna 10,7p,2026-08-26T13:23:32.334Z
YuhaJKFCl2Lps3qDEE5w,musica,instrumentos-cuerda,false,0.5,Comuna 12,6p,2026-08-31T14:58:20.557Z
Z4KD5cPalZpR0IMFkzZz,lengua,clasificacion-verbo,true,1.4,Sin comuna,6p,2026-08-28T22:38:10.930Z
ZwXwkHA0OEKAZH1Yqj7E,ciencias,cuerpo-humano,true,5.4,Comuna 9,7p,2026-08-28T22:31:54.290Z
ZyZuYbiBjj4NU7ycLylr,matematica,numeracion,true,5.4,Comuna 10,7p,2026-08-26T13:26:02.409Z
a3LMZovfVUmi0xEbxX7z,matematica,fracciones,false,1,Comuna 1,7p,2026-08-27T23:15:08.128Z
aNkmmQi6YqqoWEJ4iaf2,ingles,vocabulario-colores,false,2.3,Comuna 10,6p,2026-08-26T13:15:04.561Z
aWqVydf0sZ4e7V9h7BsS,ingles,vocabulario-sustantivos,true,1.3,Comuna 10,6p,2026-08-26T13:14:53.969Z
aZ4pyDNUIt6yn5ep1LUn,lengua,clasificacion-verbo,true,1.7,Comuna 9,5p,2026-08-28T22:37:14.445Z
aepnlgkt5rQrkbk7PL15,matematica,fracciones,true,5,Comuna 10,5p,2026-08-26T13:20:47.838Z
ajVqRluthDHgANaZQHuW,artes_visuales,colores,false,1.8,Comuna 12,6p,2026-08-31T14:58:40.126Z
bNfSqCm349RbcVesNvUp,matematica,probabilidad,false,12.6,Comuna 10,7p,2026-08-26T13:25:55.620Z
bUixVatPykSWYFEB9AEb,matematica,proporcionalidad,false,9.6,Comuna 10,5p,2026-08-26T13:19:31.547Z
bY7vCxkFcV6mPE0w7Nzi,ciencias,cuerpo-humano,true,1.8,Comuna 9,7p,2026-08-28T22:32:11.086Z
bxM7W3XAu5KfiW22wVhh,lengua,clasificacion-verbo,true,2.1,Comuna 10,5p,2026-08-26T13:22:07.510Z
bzH7YWvpv45luM5zZA4T,lengua,clasificacion-verbo,false,5.5,Sin comuna,6p,2026-08-28T22:38:17.281Z
cDnMJDdjkusYEHh0WmLI,geografia,continentes,true,2.9,Sin comuna,6p,2026-08-28T14:23:50.806Z
cWWyyf6cT1E3pqzhB97b,artes_visuales,dibujo,true,6.7,Comuna 10,7p,2026-08-26T13:18:49.952Z
cZ4s0At0ICsYMStjXKjo,geografia,continentes,true,2.3,Comuna 10,6p,2026-08-26T13:09:49.227Z
cfZGLqL1wOFrdyEZ9pAf,matematica,fracciones,false,0.9,Comuna 12,7p,2026-08-31T14:57:57.541Z
cxFNAV9N76tRN29AZ1co,musica,instrumentos-cuerda,false,3.6,Sin comuna,6p,2026-08-28T14:12:33.953Z
dAuH66hGlMojeAlNPMIh,matematica,coordenadas,true,4.6,Comuna 10,7p,2026-08-26T13:07:05.380Z
dDIwazweKKe9U1Gy9nmK,ingles,vocabulario-colores,true,0.8,Comuna 10,5p,2026-08-26T13:17:19.231Z
dGi9Y8hctaNEuQEYv5n8,artes_visuales,colores,true,5.6,Comuna 10,7p,2026-08-26T13:19:06.395Z
dS5oFNGyVZF9BAkk7nCd,musica,instrumentos-percusion,true,1.7,Sin comuna,6p,2026-08-28T14:12:23.809Z
eCOjnCenIcTnNrffm7pp,matematica,numeracion,true,4.6,Sin comuna,7p,2026-08-26T14:11:20.151Z
eF4oSl2W3JQZvfX49gCB,tecnologia,tecnologia-cotidiana,false,0.5,Comuna 1,5p,2026-08-31T14:56:35.041Z
ePBaJrx1W9LjAwuhu6nl,musica,instrumentos-viento-madera,true,9.5,Comuna 9,7p,2026-08-28T22:27:49.476Z
f6VFMwSHIEKvMPQpIohE,musica,instrumentos-percusion,true,1.2,Comuna 12,6p,2026-08-31T14:58:22.277Z
fDfJXQQPAzdsjSpM6A73,matematica,division,true,12.7,Comuna 10,5p,2026-08-26T13:20:06.449Z
fIw9t5n5zqZrVnSoeUF5,lengua,clasificacion-sustantivo,true,7.7,Sin comuna,6p,2026-08-28T14:09:45.659Z
fa48eUM9SrMY9QBMPvxg,matematica,geometria,false,10.1,Comuna 9,7p,2026-08-28T22:30:43.139Z
fgplU1oj7uHbi4MP8Gu4,tecnologia,seguridad,true,23,Comuna 9,7p,2026-08-28T22:33:04.860Z
g2tjIIKc06KE5aod6phX,lengua,clasificacion-verbo,true,1.6,Sin comuna,6p,2026-08-28T22:38:46.323Z
gAzxSQTY5PYG7SpBI5MO,matematica,divisores,true,2.5,Comuna 12,7p,2026-08-31T14:57:55.919Z
gDYyRn6yellfKdoHvdDC,matematica,racionales,false,1.5,Comuna 1,7p,2026-08-27T23:15:13.051Z
gJkwMaJQzkiBNO50OoXG,lengua,clasificacion-adjetivo,true,2.8,Comuna 10,6p,2026-08-20T13:51:26.742Z
gbZyhkBI6DW8PfLiuqFg,ingles,vocabulario-verbos,true,1.4,Comuna 10,5p,2026-08-26T13:17:25.617Z
gcbO4Ie7dz76aK4pmho3,musica,instrumentos-cuerda,true,0.6,Comuna 1,5p,2026-08-31T14:56:17.945Z
gea35d2QtBV46BcUnnrg,artes_visuales,materiales,true,4.2,Comuna 10,7p,2026-08-26T13:19:11.840Z
gtd7vwPDeBxPrCIvCTxr,ingles,vocabulario-animales,false,3.4,Comuna 10,6p,2026-08-26T13:14:32.811Z
gtl1xMtStadtjhlaLAqb,ingles,vocabulario-animales,false,1.4,Comuna 10,7p,2026-08-26T13:12:57.106Z
h2J27xteblDMlVkNsBr4,matematica,divisibilidad,false,2,Comuna 10,7p,2026-08-26T13:07:08.773Z
hWUpAzWeN1Tfh5gBuGna,lengua,clasificacion-adjetivo,true,2.8,Comuna 12,6p,2026-08-31T15:02:25.896Z
hpbN7XtWofFAcErNEtDd,tecnologia,tecnologia-cotidiana,true,9.4,Comuna 10,7p,2026-08-26T13:05:31.528Z
i18cLdYVEfDiUGpdc5Zv,ciencias,plantas,true,1.7,Comuna 15,5p,2026-08-31T14:59:13.572Z
i1Dyt5nCUWdWDdq67V1T,lengua,clasificacion-adjetivo,false,1.4,Sin comuna,6p,2026-08-28T14:09:51.608Z
